"sample","rootstock","scion","location","year","px2_cm2"
"C_346","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_346","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_347","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_347","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_347","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_348","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_348","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_348","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_349","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_349","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_349","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_350","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_350","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_350","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_351","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_351","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_351","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_352","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_352","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_352","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_353","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_353","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_353","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_354","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_354","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_354","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_355","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_355","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_355","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_356","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_356","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_356","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_357","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_357","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_357","Freedom","Cabernet Sauvignon","Livingston","y2019",97344
"C_358","Freedom","Chardonnay","Livingston","y2019",97344
"C_358","Freedom","Chardonnay","Livingston","y2019",97344
"C_358","Freedom","Chardonnay","Livingston","y2019",97344
"C_359","Freedom","Chardonnay","Livingston","y2019",97344
"C_359","Freedom","Chardonnay","Livingston","y2019",97344
"C_359","Freedom","Chardonnay","Livingston","y2019",97344
"C_360","Freedom","Chardonnay","Livingston","y2019",97344
"C_360","Freedom","Chardonnay","Livingston","y2019",97344
"C_360","Freedom","Chardonnay","Livingston","y2019",97344
"C_361","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_361","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_361","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_362","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_362","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_362","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_363","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_363","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_363","Teleki 5C","Chardonnay","Livingston","y2019",97344
"C_364","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_364","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_364","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_365","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_365","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_365","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_366","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_366","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_366","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97344
"C_367","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_367","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_367","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_368","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_368","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_368","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_369","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_369","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_369","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_370","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_370","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_370","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_371","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_371","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_371","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_372","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_372","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_372","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_373","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_373","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_373","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_374","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_374","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_374","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_375","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_375","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_375","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_376","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_376","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_376","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_377","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_377","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_377","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_378","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_378","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_378","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_379","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_379","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_379","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_380","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_380","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_380","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_381","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_381","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_381","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_382","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_382","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_382","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_383","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_383","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_383","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_384","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_384","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_384","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_385","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_385","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_385","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_386","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_386","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_386","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_387","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_387","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_387","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_388","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_388","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_388","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_389","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_389","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_389","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_390","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_390","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_390","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_391","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_391","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_391","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_392","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_392","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_392","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_393","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_393","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_393","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_394","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_394","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_394","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_395","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_395","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_395","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_396","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_396","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_396","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_397","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_397","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_397","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_398","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_398","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_398","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_399","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_399","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_399","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_400","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_400","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_400","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_401","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_401","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_401","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_402","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_402","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_402","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_403","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_403","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_403","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_404","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_404","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_404","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_405","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_405","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_405","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_406","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_406","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_406","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_407","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_407","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_407","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_408","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_408","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_408","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_409","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_409","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_409","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_410","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_410","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_410","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_411","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_411","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_411","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_412","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_412","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_412","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_413","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_413","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_413","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_414","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_414","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_414","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_415","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_415","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_415","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_416","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_416","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_416","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_417","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_417","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_417","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_418","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_418","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_418","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_419","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_419","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_419","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_420","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_420","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_420","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_420_2","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",NA
"C_420_2","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",NA
"C_420_2","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",NA
"C_421","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97344
"C_421","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97344
"C_421","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97344
"C_422","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97344
"C_422","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97344
"C_422","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97344
"C_423","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_423","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_423","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_424","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_424","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_424","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_425","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_425","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_425","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97344
"C_426","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_426","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_426","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_427","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_427","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_427","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_428","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_428","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_428","Freedom","Cabernet Sauvignon","Liberty","y2019",97344
"C_429","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_429","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_429","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_430","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_430","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_430","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_431","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_431","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_431","1103 Paulsen","Chardonnay","Liberty","y2019",97344
"C_432","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_432","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_432","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_433","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_433","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_433","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_434","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_434","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_434","Teleki 5C","Chardonnay","Liberty","y2019",97344
"C_435","Freedom","Chardonnay","Liberty","y2019",97344
"C_435","Freedom","Chardonnay","Liberty","y2019",97344
"C_435","Freedom","Chardonnay","Liberty","y2019",97344
"C_436","Freedom","Chardonnay","Liberty","y2019",97344
"C_436","Freedom","Chardonnay","Liberty","y2019",97344
"C_436","Freedom","Chardonnay","Liberty","y2019",97344
"C_437","Freedom","Chardonnay","Liberty","y2019",97344
"C_437","Freedom","Chardonnay","Liberty","y2019",97344
"C_437","Freedom","Chardonnay","Liberty","y2019",97344
"C_438","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_438","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_438","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_439","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_439","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_439","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_440","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_440","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_440","Teleki 5C","Chardonnay","Livingston","y2019",222800
"C_441","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",222800
"C_441","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",222800
"C_441","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",222800
"C_442","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",219059.6
"C_442","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",219059.6
"C_442","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",219059.6
"C_443","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",219059.6
"C_443","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",219059.6
"C_443","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",219059.6
"C_444","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_444","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_444","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_445","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_445","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_445","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_446","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_446","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_446","Freedom","Cabernet Sauvignon","Livingston","y2019",222800
"C_462","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_462","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_462","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_463","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_463","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_463","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_464","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_464","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_464","Teleki 5C","Chardonnay","Liberty","y2019",94880.02
"C_465","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_465","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_465","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_466","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_466","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_466","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_467","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_467","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_467","1103 Paulsen","Chardonnay","Liberty","y2019",94880.02
"C_468","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_468","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_468","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_469","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_469","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_469","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_470","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_470","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_470","Freedom","Chardonnay","Liberty","y2019",94880.02
"C_471","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_471","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_471","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_472","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_472","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_472","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_473","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_473","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_473","Freedom","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_474","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_474","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_474","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_475","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_475","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_475","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_476","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_476","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_476","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_477","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_477","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_477","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_478","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_478","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_478","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_479","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_479","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_479","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",94880.02
"C_480","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_480","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_480","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_481","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_481","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_481","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_482","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_482","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_482","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_483","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_483","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_483","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_484","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_484","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_484","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_485","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_485","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_485","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_486","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_486","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_486","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_487","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_487","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_487","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_488","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_488","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_488","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_489","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_489","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_489","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_490","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_490","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_490","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_491","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_491","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_491","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_492","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
