"sample","rootstock","scion","location","year","px2_cm2"
"C_289","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_289","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_289","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_29","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_29","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_29","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_290","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_290","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_290","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_291","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_291","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_291","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_292","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_292","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_292","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_293","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_293","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_293","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_294","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_294","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_294","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_295","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_295","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_295","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_296","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_296","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_296","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_297","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_297","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_297","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_298","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_298","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_298","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_299","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_299","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_299","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_3","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_3","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_3","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_30","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_30","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_30","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_300","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_300","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_300","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_301","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_301","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_301","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_302","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_302","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_302","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_303","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_303","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_303","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_304","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_304","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_304","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_305","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_305","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_305","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_306","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_306","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_306","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_307","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_307","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_307","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_308","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_308","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_308","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_309","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_309","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_309","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_31","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_31","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_31","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_310","Freedom","Chardonnay","Liberty","y2018",79524
"C_310","Freedom","Chardonnay","Liberty","y2018",79524
"C_310","Freedom","Chardonnay","Liberty","y2018",79524
"C_311","Freedom","Chardonnay","Liberty","y2018",79524
"C_311","Freedom","Chardonnay","Liberty","y2018",79524
"C_311","Freedom","Chardonnay","Liberty","y2018",79524
"C_312","Freedom","Chardonnay","Liberty","y2018",79524
"C_312","Freedom","Chardonnay","Liberty","y2018",79524
"C_312","Freedom","Chardonnay","Liberty","y2018",79524
"C_313","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_313","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_313","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_314","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_314","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_314","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_315","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_315","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_315","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_316","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_316","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_316","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_317","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_317","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_317","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_318","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_318","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_318","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_319","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_319","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_319","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_32","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_32","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_32","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_320","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_320","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_320","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_321","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_321","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_321","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_322","Freedom","Chardonnay","Livingston","y2018",79524
"C_322","Freedom","Chardonnay","Livingston","y2018",79524
"C_322","Freedom","Chardonnay","Livingston","y2018",79524
"C_323","Freedom","Chardonnay","Livingston","y2018",79524
"C_323","Freedom","Chardonnay","Livingston","y2018",79524
"C_323","Freedom","Chardonnay","Livingston","y2018",79524
"C_324","Freedom","Chardonnay","Livingston","y2018",79524
"C_324","Freedom","Chardonnay","Livingston","y2018",79524
"C_324","Freedom","Chardonnay","Livingston","y2018",79524
"C_325","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_325","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_325","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_326","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_326","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_326","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_327","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_327","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_327","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_328","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_328","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_328","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_329","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_329","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_329","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_33","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_33","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_33","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_330","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_330","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_330","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_331","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_331","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_331","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_332","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_332","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_332","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_333","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_333","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_333","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_334","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_334","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_334","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_335","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_335","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_335","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_336","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_336","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_336","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_34","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_34","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_34","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_35","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_35","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_35","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_36","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_36","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_36","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_37","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_37","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_37","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_38","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_38","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_38","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_39","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_39","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_39","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_4","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_4","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_4","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_40","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_40","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_40","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_41","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_41","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_41","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_42","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_42","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_42","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_43","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_43","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_43","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_44","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_44","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_44","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_45","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_45","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_45","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_46","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_46","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_46","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_47","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_47","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_47","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_48","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_48","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_48","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_49","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_49","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_49","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_5","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_5","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_5","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_50","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_50","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_50","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_51","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_51","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_51","Freedom","Cabernet Sauvignon","Liberty","y2018",79524
"C_52","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_52","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_52","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_53","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_53","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_53","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_54","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_54","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_54","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_55","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_55","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_55","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_56","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_56","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_56","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_57","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_57","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_57","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_58","Freedom","Chardonnay","Liberty","y2018",79524
"C_58","Freedom","Chardonnay","Liberty","y2018",79524
"C_58","Freedom","Chardonnay","Liberty","y2018",79524
"C_59","Freedom","Chardonnay","Liberty","y2018",79524
"C_59","Freedom","Chardonnay","Liberty","y2018",79524
"C_59","Freedom","Chardonnay","Liberty","y2018",79524
"C_6","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_6","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_6","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_60","Freedom","Chardonnay","Liberty","y2018",79524
"C_60","Freedom","Chardonnay","Liberty","y2018",79524
"C_60","Freedom","Chardonnay","Liberty","y2018",79524
"C_61","Freedom","Cabernet Sauvignon","Livingston","y2018",78416.24
"C_61","Freedom","Cabernet Sauvignon","Livingston","y2018",78416.24
"C_61","Freedom","Cabernet Sauvignon","Livingston","y2018",78416.24
"C_62","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_62","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_62","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_63","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_63","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_63","Freedom","Cabernet Sauvignon","Livingston","y2018",79524
"C_64","Freedom","Chardonnay","Livingston","y2018",79524
"C_64","Freedom","Chardonnay","Livingston","y2018",79524
"C_64","Freedom","Chardonnay","Livingston","y2018",79524
"C_65","Freedom","Chardonnay","Livingston","y2018",79524
"C_65","Freedom","Chardonnay","Livingston","y2018",79524
"C_65","Freedom","Chardonnay","Livingston","y2018",79524
"C_66","Freedom","Chardonnay","Livingston","y2018",79524
"C_66","Freedom","Chardonnay","Livingston","y2018",79524
"C_66","Freedom","Chardonnay","Livingston","y2018",79524
"C_67","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_67","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_67","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_68","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_68","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_68","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_69","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_69","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_69","Teleki 5C","Chardonnay","Livingston","y2018",79524
"C_7","Freedom","Chardonnay","Liberty","y2018",79524
"C_7","Freedom","Chardonnay","Liberty","y2018",79524
"C_7","Freedom","Chardonnay","Liberty","y2018",79524
"C_70","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_70","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_70","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_71","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_71","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_71","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_72","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_72","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_72","1103 Paulsen","Cabernet Sauvignon","Livingston","y2018",79524
"C_73","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_73","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_73","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_74","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_74","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_74","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_75","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_75","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_75","1103 Paulsen","Chardonnay","Ripperdan","y2018",79524
"C_76","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_76","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_76","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_77","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_77","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_77","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_78","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_78","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_78","Freedom","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_79","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_79","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_79","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_8","Freedom","Chardonnay","Liberty","y2018",79524
"C_8","Freedom","Chardonnay","Liberty","y2018",79524
"C_8","Freedom","Chardonnay","Liberty","y2018",79524
"C_80","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_80","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_80","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_81","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_81","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_81","Freedom","Chardonnay","Ripperdan","y2018",79524
"C_82","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_82","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_82","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_83","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_83","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_83","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_84","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_84","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_84","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2018",79524
"C_85","Teleki 5C","Chardonnay","Liberty","y2018",76176
"C_85","Teleki 5C","Chardonnay","Liberty","y2018",76176
"C_85","Teleki 5C","Chardonnay","Liberty","y2018",76176
"C_86","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_86","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_86","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_87","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_87","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_87","Teleki 5C","Chardonnay","Liberty","y2018",79524
"C_88","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_88","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_88","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_89","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_89","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_89","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_9","Freedom","Chardonnay","Liberty","y2018",79524
"C_9","Freedom","Chardonnay","Liberty","y2018",79524
"C_9","Freedom","Chardonnay","Liberty","y2018",79524
"C_90","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_90","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_90","1103 Paulsen","Chardonnay","Liberty","y2018",79524
"C_91","Freedom","Chardonnay","Liberty","y2018",79524
"C_91","Freedom","Chardonnay","Liberty","y2018",79524
"C_91","Freedom","Chardonnay","Liberty","y2018",79524
"C_92","Freedom","Chardonnay","Liberty","y2018",79524
"C_92","Freedom","Chardonnay","Liberty","y2018",79524
"C_92","Freedom","Chardonnay","Liberty","y2018",79524
"C_93","Freedom","Chardonnay","Liberty","y2018",79524
"C_93","Freedom","Chardonnay","Liberty","y2018",79524
"C_93","Freedom","Chardonnay","Liberty","y2018",79524
"C_94","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_94","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_94","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_95","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_95","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_95","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_96","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_96","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_96","Teleki 5C","Cabernet Sauvignon","Liberty","y2018",79524
"C_97","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_97","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_97","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_98","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_98","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_98","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",79524
"C_99","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",76176
"C_99","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",76176
"C_99","1103 Paulsen","Cabernet Sauvignon","Liberty","y2018",76176
"C_337","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_337","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_337","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_338","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_338","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_338","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_339","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_339","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_339","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_340","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_340","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_340","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_341","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_341","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_341","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_342","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_342","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_342","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_343","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_343","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_343","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_344","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_344","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_344","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_345","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_345","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_345","Freedom","Cabernet Sauvignon","Liberty","y2019",97360.22
"C_346","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
