"order","year","id","x","y"
140,"y2018","C_12",2998,7272
141,"y2018","C_12",4134,6256
142,"y2018","C_12",3182,5920
143,"y2018","C_12",4242,5472
144,"y2018","C_12",4074,4224
145,"y2018","C_12",2806,4944
146,"y2018","C_12",3042,3722
147,"y2018","C_12",1970,3598
148,"y2018","C_12",5954,3566
149,"y2018","C_12",5994,3510
150,"y2018","C_12",5930,3474
151,"y2018","C_12",5874,3458
152,"y2018","C_12",6194,3650
153,"y2018","C_12",6154,3638
154,"y2018","C_12",6190,3606
155,"y2018","C_12",6430,3210
156,"y2018","C_12",6398,3254
157,"y2018","C_12",6382,3210
158,"y2018","C_12",5874,2822
159,"y2018","C_12",5894,2866
160,"y2018","C_12",5842,2866
161,"y2018","C_12",6826,4774
162,"y2018","C_12",7878,3782
163,"y2018","C_12",7030,3542
164,"y2018","C_12",8046,2850
165,"y2018","C_12",7454,1582
166,"y2018","C_12",6406,2622
167,"y2018","C_12",6786,1398
168,"y2018","C_12",5734,778
169,"y2018","C_12",9904,5782
170,"y2018","C_12",9944,5734
171,"y2018","C_12",9900,5678
172,"y2018","C_12",9832,5662
173,"y2018","C_12",10084,5950
174,"y2018","C_12",10052,5930
175,"y2018","C_12",10100,5902
176,"y2018","C_12",10340,5578
177,"y2018","C_12",10296,5610
178,"y2018","C_12",10296,5550
179,"y2018","C_12",10008,4958
180,"y2018","C_12",10012,5010
181,"y2018","C_12",9964,4982
182,"y2018","C_12",10000,7066
183,"y2018","C_12",11440,6702
184,"y2018","C_12",10848,6062
185,"y2018","C_12",11920,5994
186,"y2018","C_12",12064,4494
187,"y2018","C_12",10628,4838
188,"y2018","C_12",11184,3730
189,"y2018","C_12",10008,2886
190,"y2018","C_13",2310,6696
191,"y2018","C_13",2338,6656
192,"y2018","C_13",2290,6632
193,"y2018","C_13",2230,6612
194,"y2018","C_13",2526,6796
195,"y2018","C_13",2486,6788
196,"y2018","C_13",2522,6764
197,"y2018","C_13",2866,6392
198,"y2018","C_13",2842,6408
199,"y2018","C_13",2830,6380
200,"y2018","C_13",2310,6012
201,"y2018","C_13",2314,6052
202,"y2018","C_13",2274,6036
203,"y2018","C_13",2798,7800
204,"y2018","C_13",4034,7260
205,"y2018","C_13",3370,6696
206,"y2018","C_13",4326,6460
207,"y2018","C_13",4366,5156
208,"y2018","C_13",2922,5828
209,"y2018","C_13",3486,4648
210,"y2018","C_13",2430,3654
211,"y2018","C_13",5842,3874
212,"y2018","C_13",5874,3838
213,"y2018","C_13",5842,3786
214,"y2018","C_13",5782,3762
215,"y2018","C_13",6118,4062
216,"y2018","C_13",6090,4058
217,"y2018","C_13",6114,4022
218,"y2018","C_13",6270,3626
219,"y2018","C_13",6234,3642
220,"y2018","C_13",6234,3598
221,"y2018","C_13",5926,3062
222,"y2018","C_13",5930,3114
223,"y2018","C_13",5890,3086
224,"y2018","C_13",6194,5230
225,"y2018","C_13",7490,4630
226,"y2018","C_13",6810,4022
227,"y2018","C_13",7714,4054
228,"y2018","C_13",7918,2458
229,"y2018","C_13",6542,2978
230,"y2018","C_13",7306,1870
231,"y2018","C_13",6266,770
232,"y2018","C_13",10036,5766
233,"y2018","C_13",10056,5718
234,"y2018","C_13",10004,5682
235,"y2018","C_13",9940,5690
236,"y2018","C_13",10356,5878
237,"y2018","C_13",10320,5878
238,"y2018","C_13",10336,5842
239,"y2018","C_13",10568,5386
240,"y2018","C_13",10532,5414
241,"y2018","C_13",10528,5374
242,"y2018","C_13",9992,5014
243,"y2018","C_13",10004,5058
244,"y2018","C_13",9956,5034
245,"y2018","C_13",11176,6922
246,"y2018","C_13",12228,5894
247,"y2018","C_13",11064,5658
248,"y2018","C_13",12168,5026
249,"y2018","C_13",11492,3954
250,"y2018","C_13",10572,4830
251,"y2018","C_13",11020,3674
252,"y2018","C_13",9928,2922
253,"y2018","C_14",2328,6048
254,"y2018","C_14",2343,5994
255,"y2018","C_14",2307,5964
256,"y2018","C_14",2247,5970
257,"y2018","C_14",2595,6141
258,"y2018","C_14",2568,6141
259,"y2018","C_14",2586,6111
260,"y2018","C_14",2718,5634
261,"y2018","C_14",2694,5658
262,"y2018","C_14",2685,5631
263,"y2018","C_14",2298,5094
264,"y2018","C_14",2307,5142
265,"y2018","C_14",2268,5124
266,"y2018","C_14",3042,7311
267,"y2018","C_14",4278,6141
268,"y2018","C_14",3306,5721
269,"y2018","C_14",3870,5697
270,"y2018","C_14",3792,4227
271,"y2018","C_14",2820,4938
272,"y2018","C_14",3303,4074
273,"y2018","C_14",2277,3357
274,"y2018","C_14",5799,3513
275,"y2018","C_14",5823,3468
276,"y2018","C_14",5781,3435
277,"y2018","C_14",5721,3441
278,"y2018","C_14",6075,3681
279,"y2018","C_14",6048,3669
280,"y2018","C_14",6078,3651
281,"y2018","C_14",6294,3219
282,"y2018","C_14",6264,3237
283,"y2018","C_14",6252,3198
284,"y2018","C_14",5817,2685
285,"y2018","C_14",5826,2727
286,"y2018","C_14",5787,2712
287,"y2018","C_14",6279,4734
288,"y2018","C_14",7428,4080
289,"y2018","C_14",6810,3582
290,"y2018","C_14",7785,3150
291,"y2018","C_14",7593,1836
292,"y2018","C_14",6408,2559
293,"y2018","C_14",6672,1431
294,"y2018","C_14",5520,753
295,"y2018","C_14",10056,5673
296,"y2018","C_14",10104,5640
297,"y2018","C_14",10038,5610
298,"y2018","C_14",9972,5604
299,"y2018","C_14",10266,5790
300,"y2018","C_14",10227,5781
301,"y2018","C_14",10260,5754
302,"y2018","C_14",10683,5430
303,"y2018","C_14",10650,5451
304,"y2018","C_14",10647,5412
305,"y2018","C_14",10032,5046
306,"y2018","C_14",10035,5097
307,"y2018","C_14",9984,5070
308,"y2018","C_14",10434,6936
309,"y2018","C_14",11790,6225
310,"y2018","C_14",11538,5946
311,"y2018","C_14",12090,5520
312,"y2018","C_14",12048,4284
313,"y2018","C_14",10722,4893
314,"y2018","C_14",11469,3741
315,"y2018","C_14",10158,2769
316,"y2018","C_15",2259,6132
317,"y2018","C_15",2283,6090
318,"y2018","C_15",2238,6063
319,"y2018","C_15",2172,6075
320,"y2018","C_15",2517,6255
321,"y2018","C_15",2472,6240
322,"y2018","C_15",2505,6213
323,"y2018","C_15",2844,5772
324,"y2018","C_15",2826,5799
325,"y2018","C_15",2808,5760
326,"y2018","C_15",2274,5358
327,"y2018","C_15",2286,5400
328,"y2018","C_15",2232,5385
329,"y2018","C_15",2922,7434
330,"y2018","C_15",4110,6759
331,"y2018","C_15",3207,6201
332,"y2018","C_15",4431,5742
333,"y2018","C_15",4110,4314
334,"y2018","C_15",2760,5283
335,"y2018","C_15",3513,4149
336,"y2018","C_15",2295,3174
337,"y2018","C_15",6030,3501
338,"y2018","C_15",6060,3468
339,"y2018","C_15",6021,3432
340,"y2018","C_15",5964,3432
341,"y2018","C_15",6276,3663
342,"y2018","C_15",6246,3654
343,"y2018","C_15",6276,3627
344,"y2018","C_15",6531,3201
345,"y2018","C_15",6507,3225
346,"y2018","C_15",6495,3189
347,"y2018","C_15",6057,2712
348,"y2018","C_15",6063,2757
349,"y2018","C_15",6018,2736
350,"y2018","C_15",6357,4689
351,"y2018","C_15",7674,4041
352,"y2018","C_15",6882,3579
353,"y2018","C_15",8103,3231
354,"y2018","C_15",7911,1782
355,"y2018","C_15",6582,2685
356,"y2018","C_15",7245,1419
357,"y2018","C_15",6030,891
358,"y2018","C_15",9888,6021
359,"y2018","C_15",9918,5964
360,"y2018","C_15",9885,5913
361,"y2018","C_15",9825,5934
362,"y2018","C_15",10113,6135
363,"y2018","C_15",10071,6114
364,"y2018","C_15",10104,6093
365,"y2018","C_15",10425,5718
366,"y2018","C_15",10395,5739
367,"y2018","C_15",10380,5700
368,"y2018","C_15",9879,5247
369,"y2018","C_15",9891,5295
370,"y2018","C_15",9834,5283
371,"y2018","C_15",10341,7548
372,"y2018","C_15",11802,6744
373,"y2018","C_15",10704,6036
374,"y2018","C_15",12231,5577
375,"y2018","C_15",11793,4134
376,"y2018","C_15",10389,5265
377,"y2018","C_15",11154,3945
378,"y2018","C_15",9936,2919
379,"y2018","C_19",9990,5724
380,"y2018","C_19",10008,5661
381,"y2018","C_19",9960,5616
382,"y2018","C_19",9894,5622
383,"y2018","C_19",10167,5868
384,"y2018","C_19",10128,5847
385,"y2018","C_19",10176,5826
386,"y2018","C_19",10404,5498
387,"y2018","C_19",10378,5514
388,"y2018","C_19",10370,5466
389,"y2018","C_19",9940,5062
390,"y2018","C_19",9944,5116
391,"y2018","C_19",9894,5098
392,"y2018","C_19",9912,7237
393,"y2018","C_19",11811,6577
394,"y2018","C_19",10899,5890
395,"y2018","C_19",12147,5584
396,"y2018","C_19",11958,3916
397,"y2018","C_19",10452,4924
398,"y2018","C_19",10968,3529
399,"y2018","C_19",9594,2806
400,"y2018","C_19",5946,4006
401,"y2018","C_19",5958,3964
402,"y2018","C_19",5928,3910
403,"y2018","C_19",5859,3910
404,"y2018","C_19",6141,4159
405,"y2018","C_19",6093,4135
406,"y2018","C_19",6135,4117
407,"y2018","C_19",6384,3781
408,"y2018","C_19",6345,3799
409,"y2018","C_19",6357,3760
410,"y2018","C_19",5961,3334
411,"y2018","C_19",5955,3391
412,"y2018","C_19",5907,3361
413,"y2018","C_19",6282,5281
414,"y2018","C_19",7521,4558
415,"y2018","C_19",6786,4102
416,"y2018","C_19",7749,4033
417,"y2018","C_19",7914,2599
418,"y2018","C_19",6420,3349
419,"y2018","C_19",7269,2227
420,"y2018","C_19",6453,1012
421,"y2018","C_19",2022,6391
422,"y2018","C_19",1989,6337
423,"y2018","C_19",2025,6298
424,"y2018","C_19",2094,6283
425,"y2018","C_19",1827,6553
426,"y2018","C_19",1866,6532
427,"y2018","C_19",1830,6511
428,"y2018","C_19",1566,6136
429,"y2018","C_19",1617,6163
430,"y2018","C_19",1611,6121
431,"y2018","C_19",2022,5683
432,"y2018","C_19",2019,5755
433,"y2018","C_19",2061,5731
434,"y2018","C_19",1812,7591
435,"y2018","C_19",432,6880
436,"y2018","C_19",1200,6487
437,"y2018","C_19",111,6157
438,"y2018","C_19",279,4768
439,"y2018","C_19",1554,5644
440,"y2018","C_19",921,4642
441,"y2018","C_19",1749,3550
442,"y2018","C_20",10239,5726
443,"y2018","C_20",10260,5678
444,"y2018","C_20",10218,5645
445,"y2018","C_20",10161,5642
446,"y2018","C_20",10413,5819
447,"y2018","C_20",10368,5801
448,"y2018","C_20",10401,5780
449,"y2018","C_20",10683,5450
450,"y2018","C_20",10650,5477
451,"y2018","C_20",10650,5441
452,"y2018","C_20",10242,5090
453,"y2018","C_20",10239,5156
454,"y2018","C_20",10197,5129
455,"y2018","C_20",10881,6866
456,"y2018","C_20",11871,6023
457,"y2018","C_20",11172,5717
458,"y2018","C_20",11982,5447
459,"y2018","C_20",12009,4301
460,"y2018","C_20",10821,4937
461,"y2018","C_20",11388,3938
462,"y2018","C_20",10515,3452
463,"y2018","C_20",5844,3662
464,"y2018","C_20",5841,3620
465,"y2018","C_20",5799,3587
466,"y2018","C_20",5733,3596
467,"y2018","C_20",6060,3743
468,"y2018","C_20",5997,3716
469,"y2018","C_20",6045,3701
470,"y2018","C_20",6303,3347
471,"y2018","C_20",6273,3377
472,"y2018","C_20",6273,3338
473,"y2018","C_20",5778,2957
474,"y2018","C_20",5781,3005
475,"y2018","C_20",5736,2981
476,"y2018","C_20",6480,4688
477,"y2018","C_20",7554,4010
478,"y2018","C_20",6723,3674
479,"y2018","C_20",7803,3242
480,"y2018","C_20",7515,2033
481,"y2018","C_20",6324,2753
482,"y2018","C_20",6774,1637
483,"y2018","C_20",5775,947
484,"y2018","C_20",2689,5775
485,"y2018","C_20",2701,5735
486,"y2018","C_20",2647,5711
487,"y2018","C_20",2599,5711
488,"y2018","C_20",2953,5863
489,"y2018","C_20",2905,5841
490,"y2018","C_20",2937,5829
491,"y2018","C_20",3045,5431
492,"y2018","C_20",3011,5459
493,"y2018","C_20",3009,5425
494,"y2018","C_20",2603,5033
495,"y2018","C_20",2607,5087
496,"y2018","C_20",2571,5063
497,"y2018","C_20",3325,6777
498,"y2018","C_20",4243,6106
499,"y2018","C_20",3513,5666
500,"y2018","C_20",4383,5360
501,"y2018","C_20",4105,4366
502,"y2018","C_20",3085,4852
503,"y2018","C_20",3493,3902
504,"y2018","C_20",2637,3090
505,"y2018","C_21",10028,5466
506,"y2018","C_21",10000,5424
507,"y2018","C_21",10052,5394
508,"y2018","C_21",10108,5374
509,"y2018","C_21",9808,5568
510,"y2018","C_21",9850,5552
511,"y2018","C_21",9818,5536
512,"y2018","C_21",9588,5208
513,"y2018","C_21",9634,5236
514,"y2018","C_21",9630,5194
515,"y2018","C_21",9962,4750
516,"y2018","C_21",9970,4812
517,"y2018","C_21",10008,4782
518,"y2018","C_21",9914,6520
519,"y2018","C_21",8492,6082
520,"y2018","C_21",9208,5486
521,"y2018","C_21",8174,5154
522,"y2018","C_21",8382,3954
523,"y2018","C_21",9462,4708
524,"y2018","C_21",8814,3780
525,"y2018","C_21",9702,2922
526,"y2018","C_21",5892,3630
527,"y2018","C_21",5900,3590
528,"y2018","C_21",5860,3548
529,"y2018","C_21",5806,3544
530,"y2018","C_21",6154,3746
531,"y2018","C_21",6108,3730
532,"y2018","C_21",6138,3710
533,"y2018","C_21",6326,3318
534,"y2018","C_21",6284,3346
535,"y2018","C_21",6290,3306
536,"y2018","C_21",5878,2886
537,"y2018","C_21",5880,2938
538,"y2018","C_21",5836,2916
539,"y2018","C_21",6444,4696
540,"y2018","C_21",7510,4018
541,"y2018","C_21",6792,3556
542,"y2018","C_21",7788,3186
543,"y2018","C_21",7676,2034
544,"y2018","C_21",6414,2700
545,"y2018","C_21",6904,1532
546,"y2018","C_21",5784,802
547,"y2018","C_21",2406,5797
548,"y2018","C_21",2427,5749
549,"y2018","C_21",2370,5725
550,"y2018","C_21",2307,5737
551,"y2018","C_21",2679,5899
552,"y2018","C_21",2634,5875
553,"y2018","C_21",2670,5857
554,"y2018","C_21",2811,5482
555,"y2018","C_21",2769,5512
556,"y2018","C_21",2772,5473
557,"y2018","C_21",2316,5077
558,"y2018","C_21",2319,5143
559,"y2018","C_21",2277,5119
560,"y2018","C_21",3126,6826
561,"y2018","C_21",4158,5890
562,"y2018","C_21",3327,5701
563,"y2018","C_21",4275,5203
564,"y2018","C_21",3765,3997
565,"y2018","C_21",2763,4921
566,"y2018","C_21",3246,4000
567,"y2018","C_21",2208,3274
568,"y2018","C_22",10560,5168
569,"y2018","C_22",10578,5136
570,"y2018","C_22",10538,5114
571,"y2018","C_22",10480,5110
572,"y2018","C_22",10710,5264
573,"y2018","C_22",10740,5282
574,"y2018","C_22",10740,5244
575,"y2018","C_22",10958,4932
576,"y2018","C_22",10920,4954
577,"y2018","C_22",10922,4920
578,"y2018","C_22",10578,4570
579,"y2018","C_22",10580,4622
580,"y2018","C_22",10538,4596
581,"y2018","C_22",10786,6104
582,"y2018","C_22",11844,5494
583,"y2018","C_22",11338,5216
584,"y2018","C_22",11986,5028
585,"y2018","C_22",11862,4404
586,"y2018","C_22",11042,4418
587,"y2018","C_22",11472,3770
588,"y2018","C_22",10606,2768
589,"y2018","C_22",5896,3000
590,"y2018","C_22",5882,2956
591,"y2018","C_22",5932,2936
592,"y2018","C_22",5986,2934
593,"y2018","C_22",5718,3094
594,"y2018","C_22",5754,3078
595,"y2018","C_22",5722,3060
596,"y2018","C_22",5692,2784
597,"y2018","C_22",5724,2818
598,"y2018","C_22",5734,2782
599,"y2018","C_22",5980,2264
600,"y2018","C_22",5982,2314
601,"y2018","C_22",6014,2300
602,"y2018","C_22",5436,3958
603,"y2018","C_22",4472,3160
604,"y2018","C_22",4980,2900
605,"y2018","C_22",4482,2434
606,"y2018","C_22",4910,1400
607,"y2018","C_22",5634,2096
608,"y2018","C_22",5390,1310
609,"y2018","C_22",5972,378
610,"y2018","C_22",2292,5546
611,"y2018","C_22",2276,5516
612,"y2018","C_22",2322,5498
613,"y2018","C_22",2376,5524
614,"y2018","C_22",2166,5578
615,"y2018","C_22",2206,5574
616,"y2018","C_22",2182,5546
617,"y2018","C_22",1978,5258
618,"y2018","C_22",2020,5298
619,"y2018","C_22",2028,5262
620,"y2018","C_22",2352,4944
621,"y2018","C_22",2340,5014
622,"y2018","C_22",2374,4986
623,"y2018","C_22",1658,6294
624,"y2018","C_22",866,5810
625,"y2018","C_22",1554,5408
626,"y2018","C_22",752,4858
627,"y2018","C_22",1364,3720
628,"y2018","C_22",2028,4826
629,"y2018","C_22",1646,3624
630,"y2018","C_22",2694,3230
631,"y2018","C_23",10288,5378
632,"y2018","C_23",10372,5330
633,"y2018","C_23",10268,5318
634,"y2018","C_23",10220,5294
635,"y2018","C_23",10572,5462
636,"y2018","C_23",10504,5422
637,"y2018","C_23",10544,5418
638,"y2018","C_23",10744,5082
639,"y2018","C_23",10700,5114
640,"y2018","C_23",10708,5074
641,"y2018","C_23",10328,4674
642,"y2018","C_23",10332,4730
643,"y2018","C_23",10288,4698
644,"y2018","C_23",10816,6390
645,"y2018","C_23",11748,5938
646,"y2018","C_23",11224,5370
647,"y2018","C_23",12012,5026
648,"y2018","C_23",11932,4046
649,"y2018","C_23",10744,4622
650,"y2018","C_23",11392,3670
651,"y2018","C_23",10424,3216
652,"y2018","C_23",6104,3106
653,"y2018","C_23",6144,3070
654,"y2018","C_23",6060,3042
655,"y2018","C_23",6004,3050
656,"y2018","C_23",6324,3286
657,"y2018","C_23",6368,3314
658,"y2018","C_23",6360,3274
659,"y2018","C_23",6484,2930
660,"y2018","C_23",6516,2910
661,"y2018","C_23",6476,2894
662,"y2018","C_23",6088,2482
663,"y2018","C_23",6092,2554
664,"y2018","C_23",6048,2518
665,"y2018","C_23",6356,4150
666,"y2018","C_23",7328,3862
667,"y2018","C_23",6948,3326
668,"y2018","C_23",7688,3174
669,"y2018","C_23",7800,1930
670,"y2018","C_23",6540,2422
671,"y2018","C_23",6832,1476
672,"y2018","C_23",5892,510
673,"y2018","C_23",2468,5534
674,"y2018","C_23",2488,5490
675,"y2018","C_23",2436,5462
676,"y2018","C_23",2376,5458
677,"y2018","C_23",2608,5594
678,"y2018","C_23",2656,5606
679,"y2018","C_23",2636,5566
680,"y2018","C_23",2868,5162
681,"y2018","C_23",2832,5194
682,"y2018","C_23",2828,5158
683,"y2018","C_23",2372,4886
684,"y2018","C_23",2372,4946
685,"y2018","C_23",2332,4914
686,"y2018","C_23",3032,6598
687,"y2018","C_23",4020,5618
688,"y2018","C_23",3260,5410
689,"y2018","C_23",4084,5062
690,"y2018","C_23",3984,3686
691,"y2018","C_23",2832,4738
692,"y2018","C_23",3340,3872
693,"y2018","C_23",2360,3246
694,"y2018","C_24",10671,5376
695,"y2018","C_24",10692,5340
696,"y2018","C_24",10659,5310
697,"y2018","C_24",10614,5310
698,"y2018","C_24",10809,5451
699,"y2018","C_24",10854,5481
700,"y2018","C_24",10836,5439
701,"y2018","C_24",10998,5181
702,"y2018","C_24",10971,5202
703,"y2018","C_24",10968,5166
704,"y2018","C_24",10707,4794
705,"y2018","C_24",10698,4854
706,"y2018","C_24",10668,4818
707,"y2018","C_24",10971,6102
708,"y2018","C_24",11781,5907
709,"y2018","C_24",11493,5469
710,"y2018","C_24",12042,5166
711,"y2018","C_24",12009,4308
712,"y2018","C_24",11097,4746
713,"y2018","C_24",11373,4059
714,"y2018","C_24",10746,3438
715,"y2018","C_24",6072,3042
716,"y2018","C_24",6036,3009
717,"y2018","C_24",6087,2979
718,"y2018","C_24",6147,2973
719,"y2018","C_24",5847,3132
720,"y2018","C_24",5895,3123
721,"y2018","C_24",5859,3099
722,"y2018","C_24",5721,2754
723,"y2018","C_24",5757,2787
724,"y2018","C_24",5766,2754
725,"y2018","C_24",6090,2286
726,"y2018","C_24",6105,2349
727,"y2018","C_24",6132,2316
728,"y2018","C_24",5601,3855
729,"y2018","C_24",4794,3216
730,"y2018","C_24",5250,2973
731,"y2018","C_24",4635,2604
732,"y2018","C_24",4767,1704
733,"y2018","C_24",5712,2274
734,"y2018","C_24",5358,1560
735,"y2018","C_24",6057,891
736,"y2018","C_24",2328,5130
737,"y2018","C_24",2304,5103
738,"y2018","C_24",2349,5070
739,"y2018","C_24",2412,5088
740,"y2018","C_24",2115,5271
741,"y2018","C_24",2169,5235
742,"y2018","C_24",2121,5229
743,"y2018","C_24",1968,4935
744,"y2018","C_24",2013,4968
745,"y2018","C_24",2010,4929
746,"y2018","C_24",2358,4533
747,"y2018","C_24",2355,4599
748,"y2018","C_24",2394,4578
749,"y2018","C_24",2094,6150
750,"y2018","C_24",1083,5742
751,"y2018","C_24",1458,5325
752,"y2018","C_24",795,5271
753,"y2018","C_24",621,4125
754,"y2018","C_24",1956,4464
755,"y2018","C_24",1242,3675
756,"y2018","C_24",2226,2490
757,"y2018","C_33",10334,6222
758,"y2018","C_33",10358,6178
759,"y2018","C_33",10302,6150
760,"y2018","C_33",10238,6138
761,"y2018","C_33",10506,6334
762,"y2018","C_33",10462,6306
763,"y2018","C_33",10510,6290
764,"y2018","C_33",10774,5938
765,"y2018","C_33",10746,5970
766,"y2018","C_33",10734,5922
767,"y2018","C_33",10322,5562
768,"y2018","C_33",10330,5602
769,"y2018","C_33",10278,5550
770,"y2018","C_33",10846,7458
771,"y2018","C_33",12030,6322
772,"y2018","C_33",11126,6174
773,"y2018","C_33",11880,5774
774,"y2018","C_33",11916,4782
775,"y2018","C_33",10804,5362
776,"y2018","C_33",11176,4446
777,"y2018","C_33",10296,3666
778,"y2018","C_33",6386,2792
779,"y2018","C_33",6426,2752
780,"y2018","C_33",6386,2708
781,"y2018","C_33",6330,2708
782,"y2018","C_33",6582,2904
783,"y2018","C_33",6554,2896
784,"y2018","C_33",6590,2876
785,"y2018","C_33",6822,2564
786,"y2018","C_33",6806,2584
787,"y2018","C_33",6790,2536
788,"y2018","C_33",6402,2124
789,"y2018","C_33",6402,2156
790,"y2018","C_33",6366,2124
791,"y2018","C_33",6650,3976
792,"y2018","C_33",8026,3280
793,"y2018","C_33",7222,2908
794,"y2018","C_33",8246,2588
795,"y2018","C_33",8014,1144
796,"y2018","C_33",6850,2144
797,"y2018","C_33",7430,1060
798,"y2018","C_33",6498,220
799,"y2018","C_33",2870,6184
800,"y2018","C_33",2902,6140
801,"y2018","C_33",2866,6100
802,"y2018","C_33",2798,6088
803,"y2018","C_33",3082,6312
804,"y2018","C_33",3046,6312
805,"y2018","C_33",3082,6280
806,"y2018","C_33",3330,5924
807,"y2018","C_33",3306,5944
808,"y2018","C_33",3294,5888
809,"y2018","C_33",2950,5444
810,"y2018","C_33",2946,5476
811,"y2018","C_33",2906,5448
812,"y2018","C_33",3242,7344
813,"y2018","C_33",4546,6736
814,"y2018","C_33",3882,6252
815,"y2018","C_33",4934,5988
816,"y2018","C_33",4850,4516
817,"y2018","C_33",3682,5152
818,"y2018","C_33",4082,4124
819,"y2018","C_33",2930,3064
820,"y2018","C_34",10017,6746
821,"y2018","C_34",10029,6702
822,"y2018","C_34",9989,6654
823,"y2018","C_34",9925,6650
